,0_F,0_I,0_M,1,2,3,4,5,6,7,8
2505,0.0,1.0,0.0,0.34,0.255,0.075,0.18,0.0745,0.04,0.0525,6
2621,0.0,0.0,1.0,0.695,0.525,0.175,1.742,0.696,0.389,0.505,12
1369,1.0,0.0,0.0,0.615,0.475,0.155,1.004,0.4475,0.193,0.2895,10
686,1.0,0.0,0.0,0.535,0.4,0.15,0.8045,0.3345,0.2125,0.21,13
919,0.0,1.0,0.0,0.41,0.31,0.09,0.3335,0.1635,0.061,0.091,6
2265,1.0,0.0,0.0,0.72,0.575,0.215,2.226,0.8955,0.405,0.62,13
3105,0.0,1.0,0.0,0.29,0.215,0.06,0.1115,0.053,0.0185,0.032,5
2302,0.0,0.0,1.0,0.46,0.375,0.13,0.5735,0.2505,0.119,0.195,9
1299,0.0,1.0,0.0,0.53,0.415,0.11,0.5745,0.2525,0.1235,0.189,9
894,0.0,1.0,0.0,0.24,0.175,0.065,0.0665,0.031,0.0135,0.017,3
3357,0.0,1.0,0.0,0.375,0.285,0.1,0.239,0.105,0.0555,0.07,8
2581,1.0,0.0,0.0,0.53,0.42,0.17,0.828,0.41,0.208,0.1505,6
3512,1.0,0.0,0.0,0.655,0.54,0.175,1.5585,0.7285,0.402,0.385,11
4140,1.0,0.0,0.0,0.645,0.535,0.19,1.2395,0.468,0.2385,0.424,10
3139,0.0,1.0,0.0,0.335,0.26,0.09,0.1835,0.078,0.024,0.065,11
177,0.0,1.0,0.0,0.315,0.245,0.085,0.1435,0.053,0.0475,0.05,8
2507,0.0,1.0,0.0,0.415,0.325,0.1,0.4665,0.2285,0.1065,0.114,7
3176,1.0,0.0,0.0,0.49,0.38,0.13,0.539,0.229,0.1355,0.165,12
3639,0.0,1.0,0.0,0.44,0.32,0.095,0.3275,0.1495,0.059,0.1,8
104,0.0,0.0,1.0,0.605,0.47,0.16,1.1735,0.4975,0.2405,0.345,12
2337,0.0,0.0,1.0,0.56,0.455,0.165,0.86,0.4015,0.1695,0.245,11
3930,1.0,0.0,0.0,0.67,0.535,0.185,1.597,0.6275,0.35,0.47,21
1365,0.0,0.0,1.0,0.61,0.475,0.17,1.0265,0.435,0.2335,0.3035,10
2141,0.0,1.0,0.0,0.32,0.24,0.075,0.1735,0.076,0.0355,0.05,7
3739,1.0,0.0,0.0,0.65,0.525,0.165,1.238,0.647,0.2485,0.3005,9
2927,1.0,0.0,0.0,0.61,0.47,0.195,1.2735,0.469,0.3315,0.398,12
285,1.0,0.0,0.0,0.535,0.415,0.17,0.879,0.295,0.1965,0.285,10
1172,0.0,0.0,1.0,0.63,0.47,0.155,1.1325,0.589,0.211,0.287,8
2454,0.0,1.0,0.0,0.275,0.2,0.065,0.092,0.0385,0.0235,0.027,5
2910,0.0,0.0,1.0,0.58,0.445,0.15,0.9525,0.4315,0.1945,0.287,11
2243,0.0,0.0,1.0,0.465,0.36,0.13,0.5265,0.2105,0.1185,0.165,10
295,0.0,1.0,0.0,0.295,0.215,0.085,0.128,0.049,0.034,0.04,6
1363,0.0,0.0,1.0,0.61,0.45,0.15,0.871,0.407,0.1835,0.25,10
1261,0.0,1.0,0.0,0.45,0.33,0.105,0.448,0.208,0.089,0.12,9
1389,0.0,0.0,1.0,0.635,0.49,0.16,1.101,0.534,0.1865,0.3455,10
2521,0.0,0.0,1.0,0.54,0.42,0.12,0.8115,0.392,0.1455,0.2235,9
1279,0.0,1.0,0.0,0.495,0.38,0.13,0.5125,0.2185,0.116,0.16,7
275,0.0,0.0,1.0,0.655,0.54,0.215,1.844,0.7425,0.327,0.585,22
2739,0.0,1.0,0.0,0.45,0.335,0.095,0.3505,0.1615,0.0625,0.1185,7
1288,0.0,1.0,0.0,0.505,0.38,0.12,0.594,0.2595,0.1435,0.18,7
3470,0.0,0.0,1.0,0.72,0.565,0.2,1.787,0.718,0.385,0.529,11
3685,0.0,0.0,1.0,0.62,0.48,0.165,1.0855,0.481,0.2575,0.305,10
691,0.0,1.0,0.0,0.255,0.19,0.075,0.0865,0.0345,0.0205,0.025,5
1000,1.0,0.0,0.0,0.595,0.45,0.15,1.114,0.5865,0.2205,0.25,11
2628,0.0,1.0,0.0,0.29,0.21,0.06,0.1045,0.0415,0.022,0.035,5
1368,0.0,0.0,1.0,0.61,0.46,0.16,1.0,0.494,0.197,0.275,10
1396,0.0,0.0,1.0,0.645,0.51,0.16,1.1835,0.556,0.2385,0.345,11
2385,1.0,0.0,0.0,0.45,0.345,0.115,0.496,0.1905,0.117,0.14,12
692,1.0,0.0,0.0,0.43,0.325,0.115,0.3865,0.1475,0.1065,0.11,11
3336,1.0,0.0,0.0,0.45,0.35,0.125,0.4435,0.185,0.09,0.145,11
846,1.0,0.0,0.0,0.54,0.42,0.14,0.805,0.369,0.1725,0.21,11
1380,0.0,0.0,1.0,0.625,0.455,0.17,1.082,0.4955,0.2345,0.315,9
3254,1.0,0.0,0.0,0.435,0.35,0.105,0.4195,0.194,0.1005,0.13,7
3255,0.0,1.0,0.0,0.3,0.23,0.075,0.15,0.0605,0.042,0.045,5
3700,1.0,0.0,0.0,0.66,0.53,0.17,1.431,0.622,0.309,0.398,10
1308,1.0,0.0,0.0,0.545,0.445,0.15,0.8,0.3535,0.163,0.207,9
2863,0.0,0.0,1.0,0.74,0.595,0.19,2.3235,1.1495,0.5115,0.505,11
1832,0.0,1.0,0.0,0.39,0.31,0.105,0.2665,0.1185,0.0525,0.081,8
3692,0.0,0.0,1.0,0.65,0.52,0.17,1.3655,0.6155,0.2885,0.36,11
3673,1.0,0.0,0.0,0.595,0.46,0.155,1.0455,0.4565,0.24,0.3085,10
3571,1.0,0.0,0.0,0.585,0.465,0.165,0.9355,0.4035,0.2275,0.259,9
3902,0.0,1.0,0.0,0.16,0.12,0.02,0.018,0.0075,0.0045,0.005,4
165,0.0,0.0,1.0,0.725,0.57,0.19,2.55,1.0705,0.483,0.725,14
426,1.0,0.0,0.0,0.61,0.485,0.165,1.0915,0.3935,0.2435,0.33,18
957,0.0,0.0,1.0,0.5,0.39,0.135,0.6595,0.3145,0.1535,0.1565,6
60,0.0,0.0,1.0,0.45,0.345,0.105,0.4115,0.18,0.1125,0.135,7
161,1.0,0.0,0.0,0.605,0.485,0.16,1.222,0.53,0.2575,0.28,13
2781,0.0,0.0,1.0,0.595,0.475,0.14,1.0305,0.4925,0.217,0.278,10
1091,0.0,1.0,0.0,0.45,0.33,0.11,0.3685,0.16,0.0885,0.102,6
359,1.0,0.0,0.0,0.685,0.545,0.18,1.768,0.7495,0.392,0.485,16
346,1.0,0.0,0.0,0.525,0.42,0.16,0.756,0.2745,0.173,0.275,9
663,1.0,0.0,0.0,0.38,0.305,0.105,0.281,0.1045,0.0615,0.09,12
2014,0.0,1.0,0.0,0.47,0.375,0.105,0.441,0.167,0.0865,0.145,10
2491,1.0,0.0,0.0,0.515,0.395,0.165,0.7565,0.1905,0.17,0.3205,10
3785,0.0,0.0,1.0,0.625,0.495,0.155,1.177,0.5055,0.278,0.345,9
2626,0.0,1.0,0.0,0.22,0.16,0.05,0.049,0.0215,0.01,0.015,4
1138,0.0,0.0,1.0,0.575,0.435,0.14,0.8455,0.401,0.191,0.222,9
1982,0.0,0.0,1.0,0.72,0.565,0.19,2.081,1.0815,0.4305,0.503,11
1379,1.0,0.0,0.0,0.62,0.475,0.16,1.1295,0.463,0.2685,0.33,10
3611,1.0,0.0,0.0,0.59,0.465,0.17,1.0425,0.4635,0.24,0.27,10
2368,1.0,0.0,0.0,0.72,0.595,0.225,1.969,0.8045,0.423,0.66,16
3039,0.0,0.0,1.0,0.57,0.45,0.145,0.95,0.4005,0.2235,0.2845,10
3846,0.0,1.0,0.0,0.37,0.275,0.085,0.2045,0.096,0.056,0.08,6
727,1.0,0.0,0.0,0.48,0.375,0.105,0.525,0.2185,0.1195,0.155,12
1899,0.0,0.0,1.0,0.575,0.45,0.13,0.785,0.318,0.193,0.2265,9
329,0.0,1.0,0.0,0.36,0.28,0.09,0.2255,0.0885,0.04,0.09,8
2974,0.0,0.0,1.0,0.745,0.575,0.2,1.884,0.954,0.336,0.495,12
2200,1.0,0.0,0.0,0.65,0.515,0.195,1.4005,0.5195,0.36,0.44,13
780,0.0,0.0,1.0,0.56,0.41,0.165,0.93,0.3505,0.237,0.3,13
3121,1.0,0.0,0.0,0.55,0.425,0.14,0.952,0.4895,0.1945,0.2185,7
2743,0.0,1.0,0.0,0.475,0.355,0.115,0.5195,0.279,0.088,0.1325,7
599,1.0,0.0,0.0,0.56,0.445,0.195,0.981,0.305,0.2245,0.335,16
855,1.0,0.0,0.0,0.575,0.465,0.14,0.958,0.442,0.1815,0.2705,9
1422,0.0,0.0,1.0,0.72,0.575,0.215,2.173,0.9515,0.564,0.5365,12
2513,1.0,0.0,0.0,0.465,0.35,0.135,0.6265,0.259,0.1445,0.175,8
2110,0.0,1.0,0.0,0.325,0.25,0.055,0.166,0.076,0.051,0.045,5
2416,0.0,0.0,1.0,0.425,0.315,0.125,0.3525,0.1135,0.0565,0.13,18
673,0.0,0.0,1.0,0.49,0.39,0.15,0.573,0.225,0.124,0.17,21
3885,0.0,1.0,0.0,0.41,0.33,0.105,0.335,0.1525,0.074,0.11,7
3300,1.0,0.0,0.0,0.615,0.5,0.205,1.1055,0.4445,0.227,0.39,16
2040,0.0,1.0,0.0,0.32,0.255,0.085,0.1745,0.072,0.033,0.057,8
1941,1.0,0.0,0.0,0.625,0.47,0.145,0.984,0.475,0.2,0.265,11
2509,0.0,1.0,0.0,0.415,0.315,0.09,0.3625,0.175,0.0835,0.093,6
383,0.0,0.0,1.0,0.47,0.375,0.12,0.5565,0.226,0.122,0.195,12
1053,0.0,1.0,0.0,0.185,0.13,0.045,0.029,0.012,0.0075,0.0095,4
1018,0.0,0.0,1.0,0.63,0.48,0.15,1.1785,0.5185,0.248,0.3235,8
2644,0.0,1.0,0.0,0.49,0.375,0.125,0.5445,0.279,0.115,0.13,8
2016,0.0,0.0,1.0,0.505,0.39,0.12,0.653,0.3315,0.1385,0.167,9
3842,1.0,0.0,0.0,0.615,0.475,0.145,0.9525,0.3915,0.195,0.32,9
4164,0.0,1.0,0.0,0.39,0.29,0.1,0.2845,0.1255,0.0635,0.081,7
523,0.0,0.0,1.0,0.2,0.14,0.055,0.035,0.0145,0.008,0.01,5
636,0.0,0.0,1.0,0.38,0.235,0.1,0.258,0.1055,0.054,0.08,7
3537,0.0,1.0,0.0,0.43,0.325,0.105,0.309,0.119,0.08,0.098,6
1241,0.0,1.0,0.0,0.38,0.27,0.08,0.2105,0.0865,0.042,0.07,8
3871,1.0,0.0,0.0,0.45,0.36,0.11,0.447,0.203,0.082,0.13,12
4008,0.0,0.0,1.0,0.585,0.455,0.155,1.133,0.5515,0.223,0.305,12
428,1.0,0.0,0.0,0.56,0.455,0.125,0.943,0.344,0.129,0.375,21
2769,0.0,1.0,0.0,0.565,0.43,0.15,0.8215,0.332,0.1685,0.29,11
420,1.0,0.0,0.0,0.67,0.54,0.165,1.5015,0.518,0.358,0.505,14
979,0.0,0.0,1.0,0.535,0.435,0.14,0.874,0.3735,0.229,0.2195,8
3819,0.0,0.0,1.0,0.57,0.45,0.14,0.9275,0.477,0.1605,0.2515,8
3997,0.0,1.0,0.0,0.36,0.27,0.09,0.2075,0.098,0.039,0.062,6
2547,0.0,1.0,0.0,0.23,0.18,0.05,0.064,0.0215,0.0135,0.02,5
2125,0.0,0.0,1.0,0.47,0.375,0.115,0.4265,0.1685,0.0755,0.15,8
64,0.0,0.0,1.0,0.52,0.4,0.12,0.58,0.234,0.1315,0.185,8
463,0.0,1.0,0.0,0.22,0.165,0.055,0.0545,0.0215,0.012,0.02,5
3748,0.0,1.0,0.0,0.4,0.315,0.1,0.3225,0.143,0.0735,0.091,6
670,0.0,0.0,1.0,0.475,0.385,0.145,0.6175,0.235,0.108,0.215,14
2831,0.0,0.0,1.0,0.535,0.405,0.14,0.818,0.402,0.1715,0.189,7
797,0.0,0.0,1.0,0.44,0.335,0.11,0.394,0.157,0.096,0.122,9
2300,1.0,0.0,0.0,0.48,0.405,0.13,0.6375,0.277,0.1445,0.21,10
4055,1.0,0.0,0.0,0.645,0.5,0.15,1.159,0.4675,0.3355,0.31,9
1696,0.0,0.0,1.0,0.63,0.49,0.17,1.1745,0.5255,0.273,0.339,11
1789,1.0,0.0,0.0,0.545,0.385,0.15,1.1185,0.5425,0.2445,0.2845,9
3248,0.0,0.0,1.0,0.595,0.5,0.165,1.06,0.402,0.28,0.275,11
2572,0.0,1.0,0.0,0.475,0.385,0.11,0.5735,0.311,0.1025,0.136,7
3987,1.0,0.0,0.0,0.655,0.545,0.185,1.759,0.6865,0.313,0.547,11
2758,0.0,0.0,1.0,0.535,0.43,0.155,0.7845,0.3285,0.169,0.245,10
614,0.0,1.0,0.0,0.45,0.35,0.145,0.525,0.2085,0.1,0.1655,15
1146,0.0,0.0,1.0,0.58,0.445,0.135,0.814,0.3775,0.1915,0.22,9
3383,0.0,0.0,1.0,0.5,0.375,0.13,0.721,0.3055,0.1725,0.22,14
259,1.0,0.0,0.0,0.59,0.475,0.16,1.1015,0.4775,0.2555,0.295,13
1012,0.0,0.0,1.0,0.625,0.49,0.175,1.3325,0.5705,0.271,0.405,10
1031,0.0,0.0,1.0,0.65,0.495,0.16,1.304,0.57,0.312,0.3725,9
981,1.0,0.0,0.0,0.55,0.43,0.14,0.8105,0.368,0.161,0.275,9
3825,0.0,0.0,1.0,0.625,0.47,0.17,1.1665,0.4605,0.2565,0.3945,11
982,1.0,0.0,0.0,0.56,0.455,0.16,0.967,0.4525,0.207,0.274,9
961,1.0,0.0,0.0,0.505,0.39,0.13,0.674,0.3165,0.141,0.1785,9
338,0.0,0.0,1.0,0.62,0.475,0.185,1.325,0.6045,0.325,0.33,13
907,0.0,1.0,0.0,0.33,0.265,0.085,0.196,0.0775,0.0305,0.0445,6
2325,1.0,0.0,0.0,0.415,0.305,0.105,0.3605,0.12,0.082,0.1,10
3056,0.0,0.0,1.0,0.615,0.485,0.215,0.9615,0.422,0.176,0.29,11
2484,0.0,0.0,1.0,0.46,0.36,0.135,0.6105,0.1955,0.107,0.235,14
226,1.0,0.0,0.0,0.39,0.29,0.125,0.3055,0.121,0.082,0.09,7
865,1.0,0.0,0.0,0.605,0.475,0.175,1.382,0.609,0.2325,0.3985,10
1032,0.0,0.0,1.0,0.65,0.52,0.21,1.6785,0.6665,0.308,0.46,11
3991,0.0,0.0,1.0,0.685,0.51,0.18,1.4545,0.6315,0.3105,0.3725,9
1952,0.0,1.0,0.0,0.64,0.49,0.135,1.1,0.488,0.2505,0.2925,10
1784,0.0,0.0,1.0,0.53,0.41,0.14,0.7545,0.3495,0.1715,0.2105,8
435,0.0,0.0,1.0,0.5,0.41,0.15,0.662,0.2815,0.137,0.22,11
21,0.0,1.0,0.0,0.38,0.275,0.1,0.2255,0.08,0.049,0.085,10
300,1.0,0.0,0.0,0.405,0.305,0.095,0.3485,0.1455,0.0895,0.1,9
1001,0.0,0.0,1.0,0.595,0.475,0.165,1.213,0.621,0.2435,0.274,9
3802,0.0,1.0,0.0,0.305,0.23,0.075,0.1455,0.0595,0.0305,0.05,6
767,0.0,0.0,1.0,0.345,0.27,0.095,0.197,0.0665,0.05,0.07,9
432,0.0,0.0,1.0,0.565,0.455,0.17,0.9065,0.342,0.156,0.32,18
3474,0.0,1.0,0.0,0.355,0.265,0.085,0.2435,0.122,0.0525,0.06,6
2789,1.0,0.0,0.0,0.62,0.465,0.14,1.1605,0.6005,0.2195,0.307,9
417,0.0,0.0,1.0,0.63,0.515,0.165,1.352,0.488,0.349,0.45,20
2590,1.0,0.0,0.0,0.58,0.445,0.145,0.888,0.41,0.1815,0.2425,8
3476,0.0,1.0,0.0,0.4,0.29,0.1,0.258,0.104,0.059,0.0815,7
3649,0.0,1.0,0.0,0.515,0.405,0.13,0.573,0.213,0.134,0.195,9
2704,0.0,0.0,1.0,0.7,0.525,0.175,1.7585,0.8745,0.3615,0.47,10
35,0.0,0.0,1.0,0.465,0.355,0.105,0.4795,0.227,0.124,0.125,8
2154,0.0,0.0,1.0,0.55,0.44,0.135,0.879,0.368,0.2095,0.265,10
3858,1.0,0.0,0.0,0.565,0.45,0.165,0.9765,0.322,0.244,0.37,12
3123,0.0,0.0,1.0,0.575,0.45,0.135,0.9215,0.354,0.209,0.2365,9
940,0.0,1.0,0.0,0.46,0.345,0.105,0.449,0.196,0.0945,0.1265,7
3237,0.0,0.0,1.0,0.635,0.51,0.155,1.156,0.428,0.289,0.315,18
1802,1.0,0.0,0.0,0.61,0.475,0.15,1.1135,0.5195,0.2575,0.3005,11
268,0.0,0.0,1.0,0.47,0.39,0.15,0.6355,0.2185,0.0885,0.255,9
3101,0.0,0.0,1.0,0.595,0.455,0.145,0.942,0.43,0.182,0.277,11
2760,0.0,1.0,0.0,0.55,0.43,0.145,0.712,0.3025,0.152,0.225,10
1970,0.0,0.0,1.0,0.675,0.515,0.15,1.312,0.556,0.2845,0.4115,11
815,0.0,1.0,0.0,0.325,0.25,0.08,0.1735,0.0765,0.0345,0.049,7
2390,1.0,0.0,0.0,0.455,0.35,0.125,0.4485,0.1585,0.102,0.1335,16
1776,0.0,0.0,1.0,0.485,0.37,0.155,0.968,0.419,0.2455,0.2365,9
3331,1.0,0.0,0.0,0.51,0.34,0.18,0.7005,0.312,0.165,0.2,11
1801,0.0,0.0,1.0,0.605,0.475,0.15,1.15,0.575,0.232,0.297,10
1472,1.0,0.0,0.0,0.545,0.41,0.14,0.7405,0.3565,0.1775,0.203,9
2479,1.0,0.0,0.0,0.5,0.44,0.155,0.742,0.2025,0.2005,0.2115,14
1612,0.0,1.0,0.0,0.55,0.425,0.15,0.639,0.269,0.1345,0.217,9
3849,0.0,0.0,1.0,0.385,0.3,0.115,0.3435,0.1645,0.085,0.1025,6
2201,1.0,0.0,0.0,0.645,0.49,0.215,1.406,0.4265,0.2285,0.51,25
1007,0.0,0.0,1.0,0.61,0.47,0.15,1.1625,0.565,0.258,0.3085,11
1134,1.0,0.0,0.0,0.57,0.445,0.145,0.8775,0.412,0.217,0.22,8
402,1.0,0.0,0.0,0.435,0.325,0.11,0.4335,0.178,0.0985,0.155,7
333,0.0,1.0,0.0,0.235,0.175,0.04,0.0705,0.0335,0.015,0.02,5
3990,0.0,0.0,1.0,0.67,0.51,0.2,1.5945,0.6705,0.3845,0.4505,10
573,1.0,0.0,0.0,0.57,0.44,0.14,0.9535,0.3785,0.201,0.305,17
494,0.0,0.0,1.0,0.625,0.5,0.195,1.369,0.5875,0.2185,0.37,17
1838,0.0,1.0,0.0,0.415,0.31,0.095,0.311,0.1125,0.0625,0.115,8
4145,0.0,0.0,1.0,0.67,0.525,0.2,1.7405,0.6205,0.297,0.657,11
261,1.0,0.0,0.0,0.57,0.44,0.125,0.865,0.3675,0.1725,0.27,12
3942,1.0,0.0,0.0,0.525,0.4,0.115,0.6295,0.2555,0.144,0.18,11
539,1.0,0.0,0.0,0.375,0.29,0.115,0.2705,0.093,0.066,0.0885,10
1171,0.0,0.0,1.0,0.625,0.48,0.185,1.2065,0.587,0.29,0.286,8
337,0.0,0.0,1.0,0.59,0.45,0.185,1.283,0.473,0.276,0.425,16
1418,0.0,0.0,1.0,0.705,0.555,0.215,2.141,1.0465,0.383,0.528,11
2121,0.0,1.0,0.0,0.475,0.36,0.11,0.4555,0.177,0.0965,0.145,9
3515,1.0,0.0,0.0,0.69,0.525,0.19,1.492,0.6425,0.3905,0.42,12
1222,0.0,1.0,0.0,0.335,0.245,0.09,0.2015,0.096,0.0405,0.048,7
3875,0.0,0.0,1.0,0.295,0.225,0.09,0.1385,0.048,0.046,0.05,9
1183,0.0,0.0,1.0,0.665,0.525,0.16,1.363,0.629,0.279,0.34,8
683,0.0,0.0,1.0,0.535,0.405,0.185,0.8345,0.3175,0.1725,0.29,16
3918,1.0,0.0,0.0,0.645,0.49,0.19,1.3065,0.479,0.3565,0.345,18
2288,0.0,1.0,0.0,0.33,0.265,0.09,0.18,0.068,0.036,0.06,6
2492,1.0,0.0,0.0,0.475,0.38,0.145,0.57,0.167,0.118,0.187,11
467,0.0,0.0,1.0,0.655,0.53,0.195,1.388,0.567,0.2735,0.41,13
758,0.0,0.0,1.0,0.57,0.44,0.155,1.116,0.4775,0.2315,0.27,13
379,1.0,0.0,0.0,0.61,0.495,0.185,1.1085,0.3705,0.3135,0.33,12
187,1.0,0.0,0.0,0.63,0.5,0.185,1.383,0.54,0.3315,0.38,10
3643,0.0,1.0,0.0,0.47,0.345,0.12,0.3685,0.1525,0.0615,0.125,8
2353,1.0,0.0,0.0,0.72,0.56,0.175,1.7265,0.637,0.3415,0.525,17
3249,0.0,0.0,1.0,0.3,0.24,0.09,0.161,0.0725,0.039,0.05,6
2056,1.0,0.0,0.0,0.475,0.38,0.14,0.689,0.3165,0.1315,0.1955,7
2425,0.0,1.0,0.0,0.575,0.45,0.17,0.9315,0.358,0.2145,0.26,13
2955,0.0,0.0,1.0,0.65,0.52,0.195,1.676,0.693,0.44,0.47,15
3781,0.0,0.0,1.0,0.615,0.455,0.13,0.9685,0.49,0.182,0.2655,10
3495,0.0,0.0,1.0,0.56,0.415,0.13,0.7615,0.3695,0.17,0.1955,8
3958,1.0,0.0,0.0,0.61,0.5,0.18,1.438,0.5185,0.3735,0.3345,9
3672,1.0,0.0,0.0,0.595,0.44,0.135,0.964,0.5005,0.1715,0.2575,10
191,0.0,0.0,1.0,0.61,0.485,0.17,1.0225,0.419,0.2405,0.36,12
2908,1.0,0.0,0.0,0.58,0.45,0.17,0.9705,0.4615,0.232,0.248,9
3437,0.0,1.0,0.0,0.395,0.3,0.09,0.279,0.134,0.049,0.075,8
2811,0.0,0.0,1.0,0.725,0.57,0.19,2.3305,1.253,0.541,0.52,9
3585,0.0,0.0,1.0,0.625,0.485,0.16,1.2135,0.631,0.2235,0.302,9
975,1.0,0.0,0.0,0.53,0.425,0.15,0.8495,0.328,0.232,0.202,8
2132,1.0,0.0,0.0,0.52,0.41,0.125,0.6985,0.2945,0.1625,0.215,10
2441,0.0,0.0,1.0,0.54,0.415,0.17,0.879,0.339,0.208,0.255,10
1190,1.0,0.0,0.0,0.69,0.53,0.17,1.5535,0.7945,0.3485,0.3695,9
3928,0.0,1.0,0.0,0.725,0.55,0.22,2.0495,0.7735,0.4405,0.655,10
2258,0.0,0.0,1.0,0.43,0.335,0.115,0.406,0.166,0.0935,0.135,8
1235,0.0,1.0,0.0,0.375,0.29,0.085,0.2385,0.118,0.045,0.0695,7
4,0.0,1.0,0.0,0.33,0.255,0.08,0.205,0.0895,0.0395,0.055,7
3136,0.0,0.0,1.0,0.535,0.42,0.125,0.764,0.312,0.1505,0.265,11
1950,1.0,0.0,0.0,0.64,0.48,0.145,1.1145,0.508,0.24,0.34,10
1513,0.0,0.0,1.0,0.65,0.485,0.14,1.175,0.475,0.2435,0.215,8
3980,1.0,0.0,0.0,0.525,0.41,0.115,0.7745,0.416,0.163,0.18,7
3678,1.0,0.0,0.0,0.605,0.49,0.15,1.1345,0.4305,0.2525,0.35,10
1351,1.0,0.0,0.0,0.595,0.465,0.155,1.026,0.4645,0.112,0.305,12
483,1.0,0.0,0.0,0.58,0.46,0.15,0.9955,0.429,0.212,0.26,19
256,0.0,0.0,1.0,0.56,0.45,0.185,1.07,0.3805,0.175,0.41,19
3428,0.0,1.0,0.0,0.25,0.18,0.065,0.0805,0.0345,0.0185,0.0215,4
479,0.0,0.0,1.0,0.66,0.545,0.185,1.32,0.5305,0.2635,0.455,16
540,1.0,0.0,0.0,0.5,0.375,0.14,0.604,0.242,0.1415,0.179,15
247,0.0,1.0,0.0,0.36,0.275,0.085,0.1975,0.0745,0.0415,0.07,9
3218,1.0,0.0,0.0,0.64,0.505,0.19,1.2355,0.4435,0.3105,0.365,14
2631,0.0,1.0,0.0,0.375,0.29,0.1,0.219,0.0925,0.038,0.075,6
3500,0.0,0.0,1.0,0.6,0.41,0.145,0.939,0.4475,0.196,0.268,8
2602,0.0,0.0,1.0,0.615,0.47,0.155,1.2,0.5085,0.32,0.292,8
2622,1.0,0.0,0.0,0.7,0.575,0.205,1.7975,0.7295,0.3935,0.5165,13
518,0.0,0.0,1.0,0.325,0.23,0.09,0.147,0.06,0.034,0.045,4
3498,0.0,0.0,1.0,0.59,0.46,0.145,0.929,0.38,0.24,0.255,10
3478,0.0,1.0,0.0,0.435,0.335,0.11,0.411,0.2025,0.0945,0.1,7
2174,1.0,0.0,0.0,0.645,0.5,0.17,1.1845,0.4805,0.274,0.355,13
1441,0.0,1.0,0.0,0.405,0.3,0.105,0.304,0.1455,0.061,0.0805,6
2555,0.0,1.0,0.0,0.37,0.29,0.08,0.2545,0.108,0.0565,0.07,6
2952,1.0,0.0,0.0,0.645,0.485,0.15,1.151,0.5935,0.2315,0.293,12
2597,1.0,0.0,0.0,0.6,0.46,0.15,1.235,0.6025,0.274,0.29,8
649,1.0,0.0,0.0,0.475,0.36,0.125,0.447,0.1695,0.081,0.14,9
68,1.0,0.0,0.0,0.475,0.39,0.12,0.5305,0.2135,0.1155,0.17,10
1817,1.0,0.0,0.0,0.685,0.535,0.175,1.5845,0.7175,0.3775,0.4215,9
272,0.0,0.0,1.0,0.62,0.485,0.205,1.219,0.3875,0.2505,0.385,14
1713,0.0,0.0,1.0,0.645,0.5,0.175,1.3375,0.554,0.308,0.415,10
1461,0.0,0.0,1.0,0.485,0.37,0.13,0.526,0.2485,0.105,0.1555,6
1065,0.0,1.0,0.0,0.315,0.235,0.055,0.151,0.065,0.027,0.039,6
3573,1.0,0.0,0.0,0.595,0.465,0.145,0.7955,0.3425,0.1795,0.2425,10
4078,0.0,0.0,1.0,0.55,0.43,0.18,0.8265,0.4405,0.159,0.225,10
3038,0.0,1.0,0.0,0.565,0.44,0.135,0.768,0.3305,0.1385,0.2475,9
698,1.0,0.0,0.0,0.43,0.335,0.12,0.444,0.155,0.1145,0.14,13
3246,0.0,0.0,1.0,0.55,0.435,0.16,0.906,0.342,0.219,0.295,13
427,0.0,0.0,1.0,0.6,0.5,0.16,1.015,0.3995,0.1735,0.33,19
2987,0.0,0.0,1.0,0.555,0.405,0.19,1.406,0.6115,0.342,0.389,10
2650,0.0,1.0,0.0,0.51,0.395,0.155,0.5395,0.2465,0.1085,0.167,8
3658,0.0,1.0,0.0,0.535,0.45,0.155,0.8075,0.3655,0.148,0.2595,10
2489,0.0,0.0,1.0,0.49,0.39,0.135,0.592,0.242,0.096,0.1835,15
136,1.0,0.0,0.0,0.305,0.23,0.08,0.156,0.0675,0.0345,0.048,7
3579,1.0,0.0,0.0,0.6,0.485,0.145,0.776,0.3545,0.1585,0.239,9
3710,0.0,0.0,1.0,0.685,0.535,0.175,1.432,0.637,0.247,0.46,11
3506,0.0,0.0,1.0,0.625,0.47,0.175,1.179,0.605,0.258,0.271,9
3005,0.0,0.0,1.0,0.68,0.54,0.21,1.7885,0.8345,0.408,0.437,13
2123,1.0,0.0,0.0,0.29,0.21,0.075,0.275,0.113,0.0675,0.035,6
1523,0.0,0.0,1.0,0.69,0.525,0.2,1.7825,0.9165,0.3325,0.461,12
785,0.0,0.0,1.0,0.55,0.415,0.175,1.042,0.3295,0.2325,0.2905,15
3756,0.0,1.0,0.0,0.515,0.39,0.12,0.565,0.235,0.135,0.179,9
689,0.0,0.0,1.0,0.59,0.44,0.15,0.9555,0.366,0.2425,0.295,11
3868,1.0,0.0,0.0,0.44,0.34,0.135,0.3975,0.1505,0.0945,0.135,8
2462,0.0,0.0,1.0,0.44,0.325,0.08,0.413,0.144,0.1015,0.13,8
2877,0.0,1.0,0.0,0.46,0.36,0.14,0.447,0.161,0.087,0.16,9
